Text,Speaker
know what was great? the way his smile was kinda crooked.,joey
"yes, yes! like the man in the shoe!",phoebe
...what shoe?,ross
"from the nursery rhyme. 'there was a crooked man, who had a crooked smile, who lived in a shoe, for a... while...'",phoebe
...so i think alan will become the yardstick against which all future boyfriends will be measured.,ross
"what future boyfriends? nono, i th- i think this could be, y'know, it.",rachel
really!,monica
"oh, yeah. i'd marry him just for his david hasselhof impression alone. you know i'm gonna be doing that at parties, right?",chandler
"you know what i like most about him, though?",ross
what?,all
the way he makes me feel about myself.,ross
yeah...,all
central perk,break
hi.. how was the game?,monica
well..,ross
we won!! thank you! yes!,all
fantastic! i have one question: how is that possible?,monica
alan.,joey
"he was unbelievable. he was like that-that-that bugs bunny cartoon where bugs is playing all the positions, right, but instead of bugs it was first base-alan, second base-alan, third base-...",ross
"i mean, it-it was like, it was like he made us into a team.",rachel
"yep, we sure showed those hassidic jewellers a thing or two about softball..",chandler
can i ask you guys a question? d'you ever think that alan is maybe.. sometimes..,monica
what?,ross
"..i dunno, a little too alan?",monica
"well, no. that's impossible. you can never be too alan.",rachel
"yeah, it's his, uh, innate alan-ness that-that-that we adore.",ross
i personally could have a gallon of alan.,chandler
,break
"hey, lizzie.",phoebe
"hey, weird girl.",lizzie
i brought you alphabet soup.,phoebe
did you pick out the vowels?,lizzie
"yes. but i left in the ys. 'cause, y'know, ""sometimes y"". uh, i also have something else for you.",phoebe
saltines?,lizzie
"no, but would you like a thousand dollars and a football phone?",phoebe
"what? oh my god, there's really money in here.",lizzie
i know.,phoebe
"weird girl, what are you doing?",lizzie
"no, i want you to have it. i don't want it.",phoebe
"no, no, i ha-i have to give you something.",lizzie
"oh, that's fine, no.",phoebe
would you like my tin-foil hat?,lizzie
"no. 'cause you need that. no, it's okay, thanks.",phoebe
"please, let me do something.",lizzie
"okay, alright, you buy me a soda, and then we're even. okay?",phoebe
okay.,lizzie
okay.,phoebe
,break
keep the change. sure you don't wanna pretzel?,lizzie
"no, i'm fine.",phoebe
see ya.,lizzie
huh!,phoebe
,break
a thumb?!,ross
eww!,all
"i know! i know, i opened it up and there it was, just floating in there, like this tiny little hitch-hiker!",phoebe
"well, maybe it's a contest, y'know? like, collect all five?",chandler
"does, um, anyone wanna see?",phoebe
nooo!,all
"oh, hey, don't do that! cut it out!",all
it's worse than the thumb!,rachel
"hey, this is so unfair!",chandler
"oh, why is it unfair?",monica
"so i have a flaw! big deal! like joey's constant knuckle-cracking isn't annoying? and ross, with his over-pronouncing every single word? and monica, with that snort when she laughs? i mean, what the hell is that thing? ...i accept all those flaws, why can't you accept me for this?",chandler
...does the knuckle-cracking bother everybody?,joey
"well, i-i could live without it.",rachel
"well, is it, like, a little annoying, or is it like when phoebe chews her hair?",joey
"oh, now, don't listen to him, pheebs, i think it's endearing.",ross
"oh, ""you do, do you""?",joey
"you know, there's nothing wrong with speaking correctly.",ross
"""indeed there isn't""... i should really get back to work.",rachel
"yeah, 'cause otherwise someone might get what they actually ordered.",phoebe
"ohh-ho-hooohhh. the hair comes out, and the gloves come on.",rachel
iridium,break
did you ever go out with a guy your friends all really like?,monica
no.,paula
"okay.. well, i'm going out with a guy my friends all really like.",monica
"waitwait.. we talking about the coyotes here? all right, a cow got through!",paula
"can you believe it? ...y'know what? i just don't feel the thing. i mean, they feel the thing, i don't feel the thing.",monica
"honey.. you should always feel the thing. listen, if that's how you feel about the guy, monica, dump him!",paula
i know.. it's gonna be really hard.,monica
"well, he's a big boy, he'll get over it.",paula
"no, he'll be fine. it's the other five i'm worried about.",monica
,break
do you have any respect for your body?,joey
don't you realise what you're-you're doing to yourself?,ross
"hey, y'know, i have had it with you guys and your cancer and your emphysema and your heart disease. the bottom line is, smoking is cool, and you know it.",chandler
"chandler? it's alan, he wants to speak to you.",rachel
really? he does?,chandler
"god, he's good.",rachel
if only he were a woman.,ross
yeah.,rachel
,break
"ooh, lambchop. how old is that sock? if i had a sock on my hand for thirty years it'd be talking too.",chandler
okay. i think it's time to change somebody's nicotine patch.,ross
hey. where's joey?,monica
"joey ate my last stick of gum, so i killed him. do you think that was wrong?",chandler
i think he's across the hall.,rachel
thanks.,monica
there y'go.,ross
"ooh, i'm alive with pleasure now.",chandler
"hey pheebs, you gonna have the rest of that pop-tart?.. pheebs?",ross
does anyone want the rest of this pop-tart?,phoebe
"hey, i might!",ross
"sorry. ..y'know, those stupid soda people gave me seven thousand dollars for the thumb.",phoebe
you're kidding. oh my god.,all
"and on my way over here, i stepped in gum. ...what is up with the universe?!",phoebe
what's going on?,joey
nothing. i just think it's nice when we're all here together.,monica
even nicer when everyone gets to wear their underwear..,joey
"uh, joey..",rachel
"oh, god!",joey
okay..,monica
oh! that was lambchop!,all
"please, guys, we have to talk.",monica
"wait, wait, i'm getting a deja vu...no, i'm not.",phoebe
"alright, we have to talk.",monica
there it is!,phoebe
"okay. it's-it's about alan. there's something that you should know. i mean, there's really no easy way to say this.. uh.. i've decided to break up with alan.",monica
is there somebody else?,ross
"no, nononono.. it's just.. things change. people change.",monica
we didn't change..,rachel
so that's it? it's over? just like that?,joey
"you know.. you let your guard down, you start to really care about someone, and i just- i-",phoebe
"look, i- i could go on pretending-",monica
okay!,joey
"-but that wouldn't be fair to me, it wouldn't be fair to alan- it wouldn't be fair to you!",monica
"who-who wants fair? y'know, i just want things back. y'know, the way they were.",ross
i'm sorry..,monica
"oh, she's sorry! i feel better!",chandler
"i just can't believe this! i mean, with the holidays coming up- i wanted him to meet my family-",rachel
i'll meet somone else. there'll be other alans.,monica
"oh, yeah! right!",all
are you guys gonna be okay?,monica
"hey hey, we'll be fine. we're just gonna need a little time.",ross
i understand.,monica
,break
wow.,alan
"i'm, i'm really sorry.",monica
"yeah, i'm sorry too. but, i gotta tell you, i am a little relieved.",alan
relieved?,monica
"yeah, well, i had a great time with you.. i just can't stand your friends.",alan
rachel + monica's,credits scene
remember when we went to central park and rented boats?.. that was fun.,rachel
yeah. he could row like a viking.,ross
hi.,monica
mmm.,all
so how'd it go?,ross
"oh, y'know..",monica
did he mention us?,phoebe
he said he's really gonna miss you guys.,monica
"you had a rough day, huh.. c'mere.",ross
...that's it. i'm getting cigarettes.,chandler
no no no!,all
"i don't care, i don't care! game's over! i'm weak! i've gotta smoke! i've gotta have the smoke!",chandler
if you never smoke again i'll give you seven thousand dollars!,phoebe
"yeah, alright.",chandler
central perk,pre-intro-scene
alright. phoebe?,monica
"okay, okay. if i were omnipotent for a day, i would want, um, world peace, no more hunger, good things for the rain-forest...and bigger boobs!",phoebe
"yeah, see.. you took mine. chandler, what about you?",ross
"uh, if i were omnipotent for a day, i'd.. make myself omnipotent forever.",chandler
"see, there's always one guy. ""if i had a wish, i'd wish for three more wishes.""",rachel
"hey joey. hi. hey, buddy.",all
"hey, joey, what would you do if you were omnipotent?",monica
probably kill myself!,joey
..excuse me?,monica
"hey, if little joey's dead, then i got no reason to live!",joey
"joey, uh- omnipotent.",ross
"you are? ross, i'm sorry..",joey
central perk,break
how does she do that?,monica
i cannot sleep in a public place.,ross
would you look at her? she is so peaceful.,monica
oh! what what what! ...hi.,phoebe
"it's okay, y'know, you just nodded off again.",ross
what's going on with you?,monica
i got no sleep last night!,phoebe
why?,ross
"my grandmother has this new boyfriend, and they're both kind of insecure in bed. oh, and deaf. so they're constantly, like, having to reassure each other that they're having a good time. you have no idea how loud they are!",phoebe
